DATAFLOW,LAST UPDATE,freq,unit,nace_r2,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 12 countries (2001-2006),2011,84.815,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 12 countries (2001-2006),2012,86.045,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 12 countries (2001-2006),2013,87.458,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 12 countries (2001-2006),2014,89.941,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 12 countries (2001-2006),2015,91.748,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 12 countries (2001-2006),2016,92.685,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 12 countries (2001-2006),2017,95.706,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 12 countries (2001-2006),2018,98.066,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 12 countries (2001-2006),2019,100.711,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 12 countries (2001-2006),2020,100.000,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 12 countries (2001-2006),2021,106.054,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 12 countries (2001-2006),2022,105.495,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 12 countries (2001-2006),2023,106.416,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),1995,50.940,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),1996,52.431,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),1997,55.488,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),1998,57.994,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),1999,60.307,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2000,60.408,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2001,63.583,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2002,66.981,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2003,67.483,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2004,70.949,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2005,71.448,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2006,74.462,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2007,79.128,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2008,80.225,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2009,79.830,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2010,82.353,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2011,85.321,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2012,86.594,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2013,87.963,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2014,90.263,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2015,91.879,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2016,92.808,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2017,95.797,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2018,98.083,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2019,100.643,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2020,100.000,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2021,105.812,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2022,105.351,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area - 19 countries  (2015-2022),2023,106.216,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),1995,50.921,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),1996,52.442,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),1997,55.512,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),1998,58.050,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),1999,60.378,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2000,60.542,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2001,63.730,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2002,67.131,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2003,67.617,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2004,71.104,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2005,71.619,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2006,74.625,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2007,79.280,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2008,80.371,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2009,79.921,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2010,82.421,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2011,85.442,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2012,86.816,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2013,88.161,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2014,90.328,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2015,91.936,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2016,92.701,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2017,95.828,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2018,97.897,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2019,100.537,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2020,100.000,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2021,105.996,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2022,105.485,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Euro area – 20 countries (from 2023),2023,106.259,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,1995,47.635,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,1996,47.101,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,1997,45.714,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,1998,56.451,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,1999,64.572,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2000,50.654,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2001,55.934,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2002,63.926,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2003,77.859,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2004,67.514,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2005,66.466,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2006,77.573,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2007,97.418,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2008,93.407,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2009,90.593,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2010,101.139,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2011,82.840,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2012,84.591,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2013,83.053,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2014,77.909,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2015,68.684,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2016,69.371,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2017,68.610,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2018,85.362,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2019,86.809,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2020,100.000,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2021,96.858,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2022,96.715,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Estonia,2023,90.845,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,1995,63.803,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,1996,63.833,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,1997,73.730,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,1998,72.226,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,1999,82.186,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2000,91.942,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2001,94.714,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2002,92.784,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2003,100.194,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2004,106.481,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2005,116.202,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2006,133.873,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2007,137.182,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2008,138.094,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2009,147.657,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2010,136.798,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2011,126.212,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2012,124.123,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2013,115.647,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2014,98.527,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2015,104.860,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2016,105.686,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2017,107.530,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2018,91.220,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2019,92.609,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2020,100.000,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2021,102.449,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2022,105.878,p
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Greece,2023,110.449,p
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,1995,79.490,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,1996,78.830,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,1997,77.982,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,1998,74.528,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,1999,71.183,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2000,74.660,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2001,78.263,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2002,79.537,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2003,82.644,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2004,81.716,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2005,81.848,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2006,79.376,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2007,83.020,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2008,82.265,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2009,83.528,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2010,87.682,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2011,85.907,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2012,90.877,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2013,96.026,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2014,102.145,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2015,103.553,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2016,103.405,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2017,104.306,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2018,104.550,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2019,106.220,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2020,100.000,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2021,100.515,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2022,103.060,p
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,Spain,2023,103.686,p
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,European Union - 27 countries (from 2020),1995,49.284,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,European Union - 27 countries (from 2020),1996,50.757,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,European Union - 27 countries (from 2020),1997,53.911,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,European Union - 27 countries (from 2020),1998,56.644,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,European Union - 27 countries (from 2020),1999,59.280,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,European Union - 27 countries (from 2020),2000,59.934,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,European Union - 27 countries (from 2020),2001,63.010,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,European Union - 27 countries (from 2020),2002,66.360,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Information and communication,Real labour productivity per person,European Union - 27 countries (from 2020),2003,66.939,
