DATAFLOW,LAST UPDATE,freq,currency,unit,sizeclas,nace_r2,lcstruct,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Luxembourg,2008,919884482,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Luxembourg,2012,997232211,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Luxembourg,2016,1073927429,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Luxembourg,2020,1225944963,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Latvia,2008,534074754,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Latvia,2012,564273423,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Latvia,2016,921713805,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Latvia,2020,895904950,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Montenegro,2012,123725979,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Montenegro,2016,144580000,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),North Macedonia,2012,388462047,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),North Macedonia,2016,302484221,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Malta,2008,233123123,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Malta,2012,,c
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Malta,2016,305244883,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Malta,2020,310799866,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Netherlands,2008,10449556469,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Netherlands,2012,10887990414,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Netherlands,2016,11362445695,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Netherlands,2020,12537546046,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Norway,2008,3991203992,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Norway,2012,4453812201,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Norway,2016,4532509645,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Norway,2020,4483313414,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Poland,2008,8547092680,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Poland,2012,8141781127,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Poland,2016,8719331876,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Poland,2020,11856836022,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Portugal,2008,3117933483,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Portugal,2012,2226403471,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Portugal,2016,3295550870,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Portugal,2020,3606268990,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Romania,2008,3072323817,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Romania,2012,3084509922,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Romania,2016,3585028177,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Romania,2020,5378377627,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Serbia,2012,1283198658,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Serbia,2016,1306774630,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Serbia,2020,1306469771,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Sweden,2008,4836304462,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Sweden,2012,5024149831,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Sweden,2016,5098909393,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Sweden,2020,5348410196,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Slovenia,2008,862460605,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Slovenia,2012,857104538,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Slovenia,2016,859292201,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Slovenia,2020,984925957,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Slovakia,2008,1310815988,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Slovakia,2012,1350196155,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Slovakia,2016,1780208208,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Slovakia,2020,1628198105,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Türkiye,2012,8895260395,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Türkiye,2016,14698538362,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),Türkiye,2020,10542834757,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),United Kingdom,2008,36336702578,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),United Kingdom,2012,37159907641,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Transportation and storage,Wages and salaries (total),United Kingdom,2016,43225729170,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Albania,2012,30043627,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Albania,2016,86444057,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Albania,2020,77613121,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Austria,2008,2147549344,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Austria,2012,2600969486,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Austria,2016,3153726433,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Austria,2020,2733127416,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Bosnia and Herzegovina,2012,61124477,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Bosnia and Herzegovina,2016,89473430,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Bosnia and Herzegovina,2020,84439420,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Belgium,2008,,c
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Belgium,2012,1276322529,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Belgium,2016,1356067240,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Belgium,2020,744119148,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Bulgaria,2008,395808194,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Bulgaria,2012,500967142,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Bulgaria,2016,623409511,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Bulgaria,2020,536142035,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Switzerland,2012,3729536508,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Switzerland,2016,3337046865,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Switzerland,2020,3701952466,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Cyprus,2008,377289413,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Cyprus,2012,385154264,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Cyprus,2016,449889925,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Cyprus,2020,327583649,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Czechia,2008,723395932,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Czechia,2012,774771790,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Czechia,2016,908704346,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Czechia,2020,956076387,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Germany,2008,8038025781,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Germany,2012,10074880685,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Germany,2016,14067178955,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Germany,2020,12818650618,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Denmark,2008,812910647,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Denmark,2012,840242957,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Denmark,2016,1125732379,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Denmark,2020,1026158013,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area - 16 countries (2009-2010),2008,46037347497,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area - 16 countries (2009-2010),2012,51916187170,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area - 17 countries (2011-2013),2008,46165722853,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area - 17 countries (2011-2013),2012,52025580202,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area - 18 countries (2014),2008,46283692358,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area - 18 countries (2014),2012,52115767861,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area - 19 countries  (2015-2022),2008,46999062951,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area - 19 countries  (2015-2022),2012,52626246855,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area - 19 countries  (2015-2022),2016,63454695665,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area - 19 countries  (2015-2022),2020,52115851727,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area – 20 countries (from 2023),2008,48076430446,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area – 20 countries (from 2023),2012,53304057393,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area – 20 countries (from 2023),2016,64400075352,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Euro area – 20 countries (from 2023),2020,52912378507,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Estonia,2008,128375356,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Estonia,2012,112497372,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Estonia,2016,202111629,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Estonia,2020,171710250,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Greece,2008,1225393920,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Greece,2012,1917250238,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Greece,2016,2196726802,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Greece,2020,1787742333,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Spain,2008,9605892697,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Spain,2012,9125312823,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Spain,2016,11063266703,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Spain,2020,7600284763,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 15 countries (1995-2004),2008,70437011601,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 15 countries (1995-2004),2012,75417251176,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 15 countries (1995-2004),2016,92030066851,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 15 countries (1995-2004),2020,53088950093,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 25 countries (2004-2006),2008,75221078230,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 25 countries (2004-2006),2012,80065574085,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 25 countries (2004-2006),2016,97290569083,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 25 countries (2004-2006),2020,59235161382,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 27 countries (2007-2013),2008,76141045163,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 27 countries (2007-2013),2012,81396189959,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 27 countries (from 2020),2008,53709480552,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 27 countries (from 2020),2012,59676676076,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 27 countries (from 2020),2016,72200672547,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 27 countries (from 2020),2020,61943721745,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 28 countries (2013-2020),2008,76787276076,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 28 countries (2013-2020),2012,81796167881,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),European Union - 28 countries (2013-2020),2016,99901014600,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Finland,2008,726847924,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Finland,2012,893171484,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Finland,2016,953962976,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),Finland,2020,833566785,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),France,2008,10105488218,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Accommodation and food service activities,Wages and salaries (total),France,2012,10944540914,
