DATAFLOW,LAST UPDATE,freq,nace_r2,sizeclas,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Slovakia,2012,0.8,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Slovakia,2013,0.8,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Slovakia,2014,0.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Slovakia,2015,0.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Slovakia,2016,1.0,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Slovakia,2017,1.1,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Slovakia,2018,1.2,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Slovakia,2019,1.1,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Slovakia,2020,0.8,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Slovakia,2021,0.9,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Slovakia,2022,1.0,
ESTAT:JVS_A_RATE_R2(1.0),16/12/24 11:00:00,Annual,All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies),Total,Annual average,Slovakia,2023,1.0,
