DATAFLOW,LAST UPDATE,freq,nace_r2,na_item,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Italy,2013,22.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Italy,2014,22.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Italy,2015,22.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Italy,2016,22.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Italy,2017,22.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Italy,2018,23,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Italy,2019,23.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Italy,2020,24.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Italy,2021,24.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2000,2.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2001,2.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2002,2.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2003,3.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2004,3.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2005,3.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2006,4.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2007,5.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2008,5.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2009,5.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2010,5.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2011,5.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2012,6.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2013,6.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2014,6.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2015,7.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2016,7.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2017,8.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2018,8.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2019,9.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2020,10.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Lithuania,2021,12,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,1995,23.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,1996,24.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,1997,24.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,1998,24.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,1999,25.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2000,27,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2001,28.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2002,29.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2003,29.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2004,30.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2005,32.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2006,33.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2007,35.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2008,36,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2009,38,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2010,38.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2011,40,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2012,40.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2013,42.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2014,43,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2015,43.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2016,43.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2017,45.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2018,46.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2019,47.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2020,51.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2021,51.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Luxembourg,2022,55,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2000,2.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2001,2.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2002,2.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2003,2.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2004,2.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2005,3.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2006,3.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2007,5.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2008,6.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2009,5.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2010,5.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2011,5.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2012,6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2013,6.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2014,6.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2015,7.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2016,8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2017,8.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2018,9.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2019,10.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2020,10.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Latvia,2021,11.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,1995,5.3,e
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,1996,5.5,e
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,1997,5.9,e
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,1998,6.2,e
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,1999,6.5,e
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2000,7.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2001,7.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2002,7.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2003,8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2004,8.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2005,8.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2006,8.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2007,8.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2008,9.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2009,9.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2010,10,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2011,10.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2012,11.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2013,11.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2014,12,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2015,12.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2016,12.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2017,13.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2018,14.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2019,14.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2020,15.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2021,16,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Malta,2022,17,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2000,23.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2001,24,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2002,25.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2003,26.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2004,26.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2005,27.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2006,27.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2007,28.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2008,29.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2009,30.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2010,31.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2011,31.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2012,32.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2013,32.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2014,33.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2015,33.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2016,33.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2017,34,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2018,34.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2019,35.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2020,38.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Netherlands,2021,38.1,p
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2000,3.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2001,4.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2002,4.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2003,3.7,b
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2004,3.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2005,4.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2006,4.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2007,4.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2008,5.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2009,4.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2010,5.7,b
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2011,5.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2012,6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2013,6.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2014,6.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2015,6.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2016,6.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2017,7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2018,7.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2019,8.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2020,8.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Poland,2021,8.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,1995,6.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,1996,6.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,1997,7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,1998,7.2,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,1999,7.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2000,8.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2001,8.5,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2002,8.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2003,9.1,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2004,9.4,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2005,9.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2006,10,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2007,10.3,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2008,10.6,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2009,10.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2010,11,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2011,11,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2012,10.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2013,11,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2014,10.7,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2015,10.8,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2016,10.9,
ESTAT:NAMA_10R_2LP10(1.0),19/02/24 23:00:00,Annual,Total - all NACE activities,Compensation of employees per hour worked,Euro,Portugal,2017,11.2,
